air_carrier_id_pk,airport_code,name,city
4880,SDD,Lubango Airport,Lubango
4881,SDE,Santiago del Estero Airport,Santiago del Estero
4882,SDF,Louisville International-Standiford Field,Louisville
4883,SDG,Sanandaj Airport,Sanandaj
4884,SDH,Santa Rosa de Copan Airport,Santa Rosa de Copan
4885,SDJ,Sendai Airport,Sendai
4886,SDK,Sandakan Airport,Sandakan
4887,SDL,Sundsvall Timra,Sundsvall
4888,SDM,Brown Field Municipal,San Diego
4889,SDN,Anda Airport,Anda
4890,SDP,Sand Point,Sandpoint
4891,SDQ,De Las Americas International,Santo Domingo
4892,SDR,Santander Airport,Santander
4893,SDT,Saidu Sharif Airport,Saidu Sharif
4894,SDU,Santos Dumont,Rio de Janeiro
4895,SDV,Sde Dov,Tel Aviv
4896,SDX,Sedona Airport,Sedona
4897,SDY,Sidney Richland Regional,Sidney
4898,SE1,Solleftea Airport,Solleftea
4899,SEA,Seattle/Tacoma International,Seattle
4900,SEB,Sebha Airport,Sebha
4901,SEE,Gillespie Field,San Diego
4902,SEF,Sebring Regional,Sebring
4903,SEG,Penn Valley,Selinsgrove
4904,SEL,Kimpo International/Seoul Metropolitan Area,Seoul
4905,SEM,Craig Field,Selma
4906,SEN,Southend,Southend-On-Sea
4907,SEQ,Sungai Pakning Airport,Sungai Pakning
4908,SER,Freeman Municipal,Seymour
4909,SES,Selfield,Selma
4910,SEY,Selibaby Airport,Selibaby
4911,SEZ,Seychelles International,Mahe Islands
4912,SFA,El Maou,Sfax
4913,SFB,Orlando Sanford International,Sanford
4914,SFC,Saint Francois Airport,Saint Francois
4915,SFD,San Fernando de Apure,San Fernando
4916,SFF,Felts Field,Spokane
4917,SFG,L'Esperance,Grand Case
4918,SFH,San Felipe International,San Felipe
4919,SFJ,Sondrestrom Air Base,Sondre Stromfjord
4920,SFL,Sao Filipe Airport,Sao Filipe
4921,SFM,Sanford Seacoast Regional,Sanford
4922,SFN,Sauce Viejo,Santa Fe
4923,SFO,San Francisco International,San Francisco
4924,SFP,Surfers Paradise Airport,Surfers Paradise
4925,SFQ,Sanliurfa Airport,Sanliurfa
4926,SFS,Subic Bay International,Subic Bay
4927,SFT,Skelleftea Airport,Skelleftea
4928,SFU,Safia Airport,Safia
4929,SFW,Santa Fe Airport,Santa Fe
4930,SFZ,North Central State,Smithfield
4931,SGB,Singaua Airport,Singaua
4932,SGC,Surgut Airport,Surgut
4933,SGD,Sonderborg Airport,Sonderborg
4934,SGE,Siegerland,Siegen
4935,SGF,Springfield-Branson National,Springfield
4936,SGG,Simanggang Airport,Simanggang
4937,SGH,Springfield-Beckley Municipal,Springfield
4938,SGJ,Sagarai Airport,Sagarai
4939,SGM,San Ignacio Airport,San Ignacio
4940,SGN,Tan Son Nhat International,Ho Chi Minh City
4941,SGO,Saint George,St. George
4942,SGP,Shay Gap Airport,Shay Gap
4943,SGR,Sugar Land Regional,Sugar Land
4944,SGT,Stuttgart Municipal Carl Humphrey Field,Stuttgart
4945,SGU,St George Regional,St. George
4946,SGW,Saginaw,Saginaw Bay
4947,SGX,Songea Airport,Songea
4948,SGY,Skagway Airport,Skagway
4949,SGZ,Songkhla,Singora
4950,SHA,Hongqiao International,Shanghai
4951,SHB,Nakashibetsu Airport,Nakashibetsu
4952,SHC,Shire,Shire Indasilase
4953,SHD,Shenandoah Valley Regional,Staunton
4954,SHE,Taoxian,Shenyang
4955,SHG,Shungnak Airport,Shungnak
4956,SHH,Shishmaref Airport,Shishmaref
4957,SHI,Shimojishima Airport,Shimojishima
4958,SHJ,Sharjah International,Sharjah
4959,SHL,Barapani,Shillong
4960,SHM,Nanki Shirahama Airport,Nanki Shirahama
4961,SHN,Sanderson Field,Shelton
4962,SHO,G 407,Sokcho
4963,SHR,Sheridan County,Sheridan
4964,SHU,Smith Point Airport,Smith Point
4965,SHV,Shreveport Regional,Shreveport
4966,SHW,Sharurah Airport,Sharurah
4967,SHX,Shageluk Airport,Shageluk
4968,SIA,Xi'an Xiguan,Xi'an
4969,SID,Amilcar Cabral International,Sal Island
4970,SIG,Isla Grande,San Juan
4971,SIH,Silgadi Doti Airport,Silgadi Doti
4972,SII,Sidi Ifni Airport,Sidi Ifni
4973,SIK,Sikeston Memorial Municipal,Sikeston
4974,SIM,Simbai Airport,Simbai
4975,SIN,Singapore Changi International,Singapore
4976,SIO,Smithton Airport,Smithton
4977,SIP,Simferopol International,Simferopol
4978,SIR,Sion Airport,Sion
4979,SIS,Sishen Airport,Sishen
4980,SIT,Sitka Rocky Gutierrez,Sitka
4981,SIU,Siuna Airport,Siuna
4982,SIY,Siskiyou County,Montague
4983,SJC,Norman Y. Mineta San Jose International,San Jose
4984,SJD,Los Cabos International,San Jose del Cabo
4985,SJF,St. John Airport,St. John
4986,SJI,San Jose Airport,San Jose
4987,SJJ,Sarajevo Airport,Sarajevo
4988,SJK,Professor Urbano Ernesto Stumpf,Sao Jose Dos Campos
4989,SJN,St. Johns Industrial Air Park,St. Johns
4990,SJO,Juan Santamaria International,San Jose
4991,SJP,Sao Jose Do Rio Preto Airport,Sao Jose Do Rio Preto
4992,SJQ,Sesheke Airport,Sesheke
4993,SJS,San Jose de Chiquitos,San Jose
4994,SJT,San Angelo Regional/Mathis Field,San Angelo
4995,SJU,Luis Munoz Marin International,San Juan
4996,SJV,San Javier Airport,San Javier
4997,SJW,Zhengding,Shijiazhuang
4998,SJY,Seinajoki Airport,Seinajoki
4999,SJZ,Sao Jorge,Sao Jorge Island
5000,SKA,Fairchild AFB,Spokane
5001,SKB,Robert L Bradshaw International,St. Kitts
5002,SKC,Suki Airport,Suki
5003,SKD,Samarkand Airport,Samarkand
5004,SKE,Geiteryggen,Skien
5005,SKF,Kelly Field,San Antonio
5006,SKG,Makedonia,Thessaloniki
5007,SKJ,Sitkinak CGS,Sitkinak
5008,SKK,Shaktoolik Airport,Shaktoolik
5009,SKL,Isle of Skye Airport,Isle of Skye
5010,SKN,Skagen,Stokmarknes
5011,SKO,Sokoto Airport,Sokoto
5012,SKP,Skopje Airport,Skopje
5013,SKS,Skrydstrup Airport,Skrydstrup
5014,SKT,Sialkot International,Sialkot
5015,SKU,Skiros Airport,Skiros
5016,SKW,Skwentna Airport,Skwentna
5017,SKX,Saransk Airport,Saransk
5018,SKY,Griffing Sandusky,Sandusky
5019,SKZ,Begum Nusrat Bhutto,Sukkur
5020,SLA,Salta Airport,Salta
5021,SLB,Storm Lake Municipal,Storm Lake
5022,SLC,Salt Lake City International,Salt Lake City
5023,SLD,Sliac International,Sliac
5024,SLE,McNary Field,Salem
5025,SLH,Sola Airport,Sola
5026,SLI,Solwezi Airport,Solwezi
5027,SLJ,Stellar Airpark,Chandler
5028,SLK,Adirondack Regional,Saranac Lake/Lake Placid
5029,SLL,Salalah Airport,Salalah
5030,SLM,Matacan,Salamanca
5031,SLN,Salina Regional,Salina
5032,SLO,Salem/Leckrone,Salem
5033,SLP,Ponciano Arriaga International,San Luis Potosi
5034,SLQ,Sleetmute Airport,Sleetmute
5035,SLR,Sulphur Springs Municipal,Sulphur Springs
5036,SLS,Silistra Polkovnik-Lambrinovo,Silistra
5037,SLT,Harriet Alexander Field,Salida
5038,SLU,George F Charles,St. Lucia
5039,SLV,Shimla Airport,Shimla
5040,SLW,Plan de Guadalupe International,Saltillo
5041,SLX,Salt Cay Airport,Salt Cay
5042,SLZ,Marechal Cunha Machado International,Sao Luiz
5043,SMA,Santa Maria Airport,Santa Maria
5044,SMB,Franco Bianco,Cerro El Sombrero
5045,SMC,Santa Maria Airport,Santa Maria
5046,SME,Lake Cumberland Regional,Somerset
5047,SMF,Sacramento International,Sacramento
5048,SMI,Samos Airport,Samos
5049,SMK,St. Michael Airport,St. Michael
5050,SML,Estate Airstrip,Stella Maris
5051,SMN,Lemhi County,Salmon
5052,SMO,Santa Monica Municipal,Santa Monica
5053,SMQ,H.Asan,Sampit
5054,SMR,Simon Bolivar,Santa Marta
5055,SMS,Sainte Marie,St. Marie
5056,SMT,Stone Mountain Airport,Stone Mountain
5057,SMU,Sheep Mountain Airport,Sheep Mountain
5058,SMV,Samedan,St. Moritz
5059,SMX,Santa Maria Public/Capt. G. Allan Hancock Field,Santa Maria
5060,SMY,Simenti Airport,Simenti
5061,SMZ,Stoelmanseiland Airport,Stoelmanseiland
5062,SNA,John Wayne Airport-Orange County,Santa Ana
5063,SNB,Snake Bay Airport,Snake Bay
5064,SNC,General Ulpiano Paez,Salinas
5065,SNE,Preguica,Sao Nicolau
5066,SNF,Sub Teniente Nestor Arias,San Felipe
5067,SNG,Cap. Av. Juan Cochamanidis Saucedo,San Ignacio de Velasco
5068,SNI,Greenville/Sinoe Airport,Greenville/Sinoe
5069,SNK,Winston Field,Snyder
5070,SNL,Shawnee Regional,Shawnee
5071,SNM,San Ignacio de Moxos Airport,San Ignacio de Moxos
5072,SNN,Shannon Airport,Shannon
5073,SNP,St. Paul Island,St. Paul
5074,SNQ,San Quintin Southeast,San Quintin
5075,SNR,Saint Nazaire Montoir,St. Nazaire
5076,SNS,Salinas Municipal,Salinas/Monterey
5077,SNT,Las Cruces Airport,Las Cruces
5078,SNU,Abel Santamaria International,Santa Clara
5079,SNV,Wonkin,Santa Elena
5080,SNW,Thandwe Airport,Thandwe
5081,SNY,Sidney Municipal/Lloyd W. Carr Field,Sidney
5082,SOB,Balaton,Sarmellek
5083,SOC,Adi Soemarmo International,Solo City
5084,SOF,Sofia Airport,Sofia
5085,SOG,Haukasen,Sogndal
5086,SOI,S Molle,South Molle Island
5087,SOJ,Sorkjosen Airport,Sorkjosen
5088,SOK,Semonkong Airport,Semonkong
5089,SOL,Solomon State Field,Solomon
5090,SOM,San Tome Airport,San Tome
5091,SON,Espiritu,Espiritu Santo
5092,SOP,Moore County,Pinehurst/Southern Pines
5093,SOQ,Sorong Airport,Sorong
5094,SOU,Southampton Airport,Southampton
5095,SOV,Seldovia Airport,Seldovia
5096,SOW,Show Low Regional,Show Low
5097,SPA,Spartanburg Downtown Memorial,Spartanburg
5098,SPB,Charlotte Amalie Harbor Seaplane Base,Charlotte Amalie
5099,SPC,La Palma,Santa Cruz de la Palma
5100,SPD,Saidpur Airport,Saidpur
5101,SPE,Sepulot Airport,Sepulot
5102,SPF,Black Hills Clyde Ice Field,Spearfish
5103,SPG,Albert Whitted,Tampa
5104,SPH,Sopu Airport,Sopu
5105,SPI,Abraham Lincoln Capital,Springfield
5106,SPK,Chitose AB,Sapporo
5107,SPM,Spangdahlem AB,Spangdahlem
5108,SPN,Francisco C. Ada Saipan International,Saipan
5109,SPP,Menongue Airport,Menongue
5110,SPQ,Catalina Air-Sea Terminal Heliport,San Pedro
5111,SPR,San Pedro Airport,San Pedro
5112,SPS,Sheppard AFB/Wichita Falls Municipal,Wichita Falls
5113,SPU,Split Airport,Split
5114,SPW,Spencer Municipal,Spencer
5115,SPY,San Pedro Airport,San Pedro
5116,SPZ,Springdale Municipal,Springdale
5117,SQA,Santa Ynez Airport,Santa Ynez
5118,SQI,Whiteside County-Jos H. Bittorf Field,Sterling/Rockfalls
5119,SQL,San Carlos Airport,San Carlos
5120,SQN,Emalamo,Sanana
5121,SQO,Storuman Airport,Storuman
5122,SQQ,Siauliai International,Siauliai
5123,SQR,Soroako Airport,Soroako
5124,SQV,Sequim Valley,Sequim
5125,SRA,Santa Rosa Airport,Santa Rosa
5126,SRB,Santa Rosa Airport,Santa Rosa
5127,SRC,Searcy Municipal,Searcy
5128,SRE,Juana Azurduy de Padilla,Sucre
5129,SRF,Hamilton AFB,Novato
5130,SRG,Ahmad Yani,Semarang
5131,SRH,Sarh Airport,Sarh
5132,SRI,Samarinda Airport,Samarinda
5133,SRJ,Capitan German Quiroga Guardia,San Borja
5134,SRL,San Lucas,Santa Rosalia
5135,SRN,Strahan Airport,Strahan
5136,SRO,Santana Ramos Airport,Santana Ramos
5137,SRP,Stord Airport,Stord
5138,SRQ,Sarasota/Bradenton International,Sarasota/Bradenton
5139,SRV,Stony River Airport,Stony River
5140,SRW,Mid Carolina Regional,Salisbury
5141,SRX,Sirte International,Sert
5142,SRZ,El Trompillo,Santa Cruz
5143,SSA,Deputado Luis Eduardo Magalhaes International,Salvador
5144,SSB,Christiansted Harbor Seaplane Base,Christiansted
5145,SSC,Shaw AFB,Sumter
5146,SSG,Malabo Airport,Malabo
5147,SSH,Sharm El Sheikh International,Sharm El Sheikh
5148,SSI,McKinnon St Simons Island,Brunswick
5149,SSJ,Stokka,Sandnessjoen
5150,SSL,Santa Rosalia Airport,Santa Rosalia
5151,SSM,Sault Ste. Marie Metropolitan Area,Sault Ste. Marie
5152,SSN,Seoul AB,Seoul
5153,SSS,Siassi Airport,Siassi
5154,SST,Santa Teresita Airport,Santa Teresita
5155,SSW,Stuart Island Airpark,Stuart Island
5156,SSX,Samsun Airport,Samsun
5157,SSY,Mbanza Congo Airport,Mbanza Congo
5158,STA,Stauning Airport,Stauning
5159,STB,Santa Barbara Airport,Santa Barbara
5160,STC,St. Cloud Regional,St. Cloud
5161,STD,Mayor Guerrero Vivas,Santo Domingo
5162,STE,Stevens Point Municipal,Stevens Point
5163,STF,George M. Bryan,Starkville
5164,STG,St. George Island Airport,St. George Island
5165,STI,Cibao International,Santiago
5166,STJ,Rosecrans Memorial,St. Joseph
5167,STK,Sterling Municipal,Sterling
5168,STL,St Louis Lambert International,St. Louis
5169,STM,Eduardo Gomes,Santarem
5170,STN,London Stansted,London
5171,STO,Stockholm Metropolitan Area,Stockholm
5172,STP,St. Paul Downtown Holman Field,Minneapolis/St. Paul
5173,STQ,St. Marys Municipal,St. Marys
5174,STR,Stuttgart Airport,Stuttgart
5175,STS,Charles M. Schulz - Sonoma County,Santa Rosa
5176,STT,Cyril E King,Charlotte Amalie
5177,STW,Shpakovskoye,Stavropol
5178,STX,Henry E. Rohlsen,Christiansted
5179,STY,Nueva Hesperides International,Salto
5180,STZ,Santa Terezinha Airport,Santa Terezinha
5181,SUA,Witham Field,Stuart
5182,SUB,Juanda,Surabaya
5183,SUC,Schloredt,Sundance
5184,SUE,Door County Cherryland,Sturgeon Bay
5185,SUF,Lamezia Terme Airport,Lamezia Terme
5186,SUG,Surigao Airport,Surigao
5187,SUI,Babusheri,Sukhumi
5188,SUJ,Satu Mare Airport,Satu Mare
5189,SUL,Sui Airport,Sui
5190,SUM,Sumter Airport,Sumter
5191,SUN,Friedman Memorial,Sun Valley/Hailey/Ketchum
5192,SUO,Sunriver Airport,Sunriver
5193,SUS,Spirit of St. Louis,St. Louis
5194,SUT,Sumbawanga Airport,Sumbawanga
5195,SUU,Travis AFB,Fairfield
5196,SUV,Nausori International,Suva
5197,SUW,Richard I Bong,Superior
5198,SUX,Sioux Gateway/Col. Bud Day Field,Sioux City
5199,SVA,Savoonga Airport,Savoonga
5200,SVB,Sambava Airport,Sambava
5201,SVC,Grant County,Silver City/Hurley
5202,SVD,E. T. Joshua,St. Vincent
5203,SVG,Sola,Stavanger
5204,SVH,Statesville Regional,Statesville
5205,SVJ,Helle,Svolvaer
5206,SVL,Savonlinna Airport,Savonlinna
5207,SVN,Hunter AAF,Savannah
5208,SVO,Sheremetyevo,Moscow
5209,SVP,Kuito Airport,Kuito
5210,SVQ,Seville Airport,Seville
5211,SVS,Stevens Village Airport,Stevens Village
5212,SVU,Savusavu Airport,Savusavu
5213,SVW,Sparrevohn LRRS,Sparrevohn
5214,SVX,Koltsovo,Ekaterinburg
5215,SVZ,Juan Vicente Gomez International,San Antonio
5216,SWA,Waisha,Shantou
5217,SWB,Shaw River Airport,Shaw River
5218,SWC,Stawell Airport,Stawell
5219,SWD,Seward Airport,Seward
5220,SWF,Stewart International,Newburgh/Poughkeepsie
5221,SWI,Swindon Airport,Swindon
5222,SWK,Segrate,Milan
5223,SWL,Spanish Wells Airport,Spanish Wells
5224,SWO,Stillwater Regional,Stillwater
5225,SWQ,Sumbawa Besar,Sumbawa
5226,SWS,Swansea Airport,Swansea
5227,SWU,Suwon Airport,Suwon
5228,SWW,Avenger Field,Sweetwater
5229,SXB,Strasbourg Entzheim,Strasbourg
5230,SXE,West Sale,Sale
5231,SXF,Schoenefeld,Berlin
5232,SXG,Senanga Airport,Senanga
5233,SXL,Sligo Airport,Sligo
5234,SXM,Princess Juliana International,Philipsburg
5235,SXP,Nunam Iqua,Sheldon Point
5236,SXQ,Soldotna Airport,Soldotna
5237,SXR,Srinagar Airport,Srinagar
5238,SXU,Soddu Airport,Soddu
5239,SXY,Sidney Municipal,Sidney
5240,SYA,Eareckson AS,Shemya
5241,SYB,Seal Bay Airport,Seal Bay
5242,SYD,Sydney International,Sydney
5243,SYI,Bomar Field-Shelbyville Municipal,Shelbyville/Tullahoma
5244,SYN,Stanton Airport,Stanton
5245,SYO,Shonai Airport,Shonai
5246,SYR,Syracuse Hancock International,Syracuse
5247,SYT,Saint-Yan Airport,Saint-Yan
5248,SYX,Phoenix International,Sanya
5249,SYY,Stornoway Airport,Stornoway
5250,SYZ,Shahid Dastghaib International,Shiraz
5251,SZA,Soyo Airport,Soyo
5252,SZB,Sultan Abdul Aziz Shah International,Kuala Lumpur
5253,SZC,Santa Cruz Airport,Santa Cruz
5254,SZD,Sheffield City,Sheffield
5255,SZF,Carsamba,Samsun
5256,SZG,Salzburg Airport,Salzburg
5257,SZK,Skukuza Airport,Skukuza
5258,SZL,Whiteman AFB,Knob Noster
5259,SZO,Szombathely Airport,Szombathely
5260,SZP,Santa Paula Airport,Santa Paula
5261,SZT,San Cristobal de Las Casas,San Cristobal
5262,SZW,Schwerin Parchim,Schwerin
5263,SZX,Bao'an International,Shenzhen
5264,SZZ,Goleniow,Szczecin
5265,T1N,Robert Sibley,Selmer
5266,T1X,Gainesville Municipal,Gainesville
5267,T2N,Cleveland Regional Jetport,Clevland
5268,T2X,Hereford Municipal,Hereford
5269,T3X,El Coyote Ranch,Encino
5270,T4X,Austin Executive Airpark,Austin
5271,T5X,Castroville Municipal,Castroville
5272,T6X,Houston Executive,Houston
5273,T7X,Wildcat Canyon,China Spring
5274,T8X,McKinney National,Dallas
5275,T9X,Dimmit County,Carrizo Springs
5276,TAB,A N R Robinson International,Tobago
5277,TAC,Daniel Z. Romualdez,Tacloban
5278,TAD,Las Animas County,Trinidad
5279,TAE,Taegu International,Taegu
5280,TAF,Tafaraoui,Oran
5281,TAG,Tagbilaran Airport,Tagbilaran
5282,TAH,Tanna Island Airport,Tanna Island
5283,TAI,Taiz International,Taiz
5284,TAK,Takamatsu Airport,Takamatsu
5285,TAL,Ralph M Calhoun Memorial,Tanana
5286,TAM,General Francisco Javier Mina International,Tampico
5287,TAO,Liuting,Qingdao
5288,TAP,Tapachula International,Tapachula
5289,TAR,Taranto Grottaglie,Taranto
5290,TAS,Tashkent Yuzhny,Tashkent
5291,TAT,Poprad Tatry International,Poprad-Tatry
5292,TAV,Tau Airport,Tau
5293,TAX,Taliabu Airport,Taliabu
5294,TAY,Tartu Airport,Tartu
5295,TBB,Tuy Hoa Airport,Tuy Hoa
5296,TBF,Tabiteuea Airport,Tabiteuea
5297,TBG,Tabubil Airport,Tabubil
5298,TBI,The Bight,New Bight
5299,TBL,Tableland Airport,Tableland
5300,TBN,Waynesville-St. Robert Regional Forney Field,Fort Leonard Wood
5301,TBO,Tabora Airport,Tabora
5302,TBP,Cap. FAP Pedro Canga Rodriguez,Tumbes
5303,TBR,Statesboro-Bulloch County,Statesboro
5304,TBS,Tbilisi Airport,Tbilisi
5305,TBT,Tabatinga Airport,Tabatinga
5306,TBU,Fua Amotu International,Tonga Tapu
5307,TBZ,Tabriz International,Tabriz
5308,TCA,Tennant Creek Airport,Tennant Creek
5309,TCB,Treasure Cay Airport,Treasure Cay
5310,TCC,Tucumcari Municipal,Tucumcari
5311,TCE,Delta Dunarii,Tulcea
5312,TCF,Tocoa Airport,Tocoa
5313,TCH,Tchibanga Airport,Tchibanga
5314,TCI,Tenerife Metropolitan Area,Tenerife
5315,TCL,Tuscaloosa Regional,Tuscaloosa
5316,TCM,McChord Field,Tacoma
5317,TCN,Tehuacan Airport,Tehuacan
5318,TCO,La Florida,Tumaco
5319,TCP,Taba International,Taba
5320,TCQ,Coronel Carlos Ciriani Santa Rosa International,Tacna
5321,TCS,Truth Or Consequences Municipal,Truth Or Consequences
5322,TCT,Takotna Airport,Takotna
5323,TDA,San Luis de Palenque,Trinidad
5324,TDD,Tte Av Jorge Henrich Arauz International,Trinidad
5325,TDF,Person County,Roxboro
5326,TDW,Tradewind,Amarillo
5327,TDZ,Metcalf Field,Toledo
5328,TEA,Tela Airport,Tela
5329,TEB,Teterboro Airport,Teterboro
5330,TED,Thisted Airport,Thisted
5331,TEH,Tetlin Airport,Tetlin
5332,TEK,Tatitlek Airport,Tatitlek
5333,TEP,Teptep Airport,Teptep
5334,TER,Lajes Airport,Lajes
5335,TET,Tete Chingodzi,Tete
5336,TEU,Te Anau Airport,Te Anau
5337,TEX,Telluride Regional,Telluride
5338,TEZ,Tezpur Airport,Tezpur
5339,TFF,Tefe Airport,Tefe
5340,TFI,Tufi Airport,Tufi
5341,TFN,Tenerife Norte,Tenerife
5342,TFR,Tarbes-Lourdes-Pyrenees,Tarbes/Lourdes/Pyrenees
5343,TFS,Tenerife Sur,Tenerife
5344,TGD,Podgorica Airport,Podgorica
5345,TGE,Sharpe Field,Tuskegee
5346,TGG,Kuala Trengganu Airport,Kuala Trengganu
5347,TGH,Tongoa Airport,Tongoa
5348,TGI,Tingo Maria Airport,Tingo Maria
5349,TGM,Targu Mures Airport,Targu Mures
5350,TGR,Touggourt/Sidi Mahdi,Touggourt
5351,TGT,Tanga Airport,Tanga
5352,TGU,Toncontin International,Tegucigalpa
5353,TGZ,Angel Albino Corzo International,Tuxtla Gutierrez
5354,TH1,Korat AAF,Korat
5355,THA,Tullahoma Regional Airport/William Northern Field,Tullahoma
5356,THE,Senador Petronio Portella,Teresina
5357,THF,Tempelhof,Berlin
5358,THG,Biloela (Thangool),Biloela
5359,THN,Trollhattan Vanersborg,Trollhattan
5360,THP,Hot Springs County Thermopolis Municipal,Thermopolis
5361,THR,Mehrabad International,Tehran
5362,THU,Thule Air Base,Thule
5363,THV,York Airport,York
5364,THZ,Tahoua Airport,Tahoua
5365,TIA,Tirana International,Tirana
5366,TIC,Tinak Airport,Tinak
5367,TIE,Tippi Airport,Tippi
5368,TIF,Taif International,Taif
5369,TIH,Tikehau Airport,Tikehau
5370,TIJ,General Abelardo L. Rodriguez International,Tijuana
5371,TIK,Tinker AFB,Oklahoma City
5372,TIM,Mozes Kilangin,Tembagapura
5373,TIN,Tindouf Airport,Tindouf
5374,TIP,Tripoli International,Tripoli
5375,TIQ,Tinian International,Tinian
5376,TIR,Tirupati Airport,Tirupati
5377,TIS,Horn Island,Thursday Island
5378,TIU,Timaru Airport,Timaru
5379,TIV,Tivat Airport,Tivat
5380,TIW,Tacoma Narrows,Tacoma
5381,TIX,Space Coast Regional,Titusville
5382,TIY,Tidjikja Airport,Tidjikja
5383,TIZ,Tari Airport,Tari
5384,TJA,Cap Av Oriel Lea Plaza International,Tarija
5385,TJI,Trujillo Airport,Trujillo
5386,TJM,Roshchino,Tyumen
5387,TK1,Murted,Ankara
5388,TKA,Talkeetna Airport,Talkeetna
5389,TKC,Tiko Airport,Tiko
5390,TKD,Takoradi Airport,Takoradi
5391,TKE,Tenakee Airport,Tenakee
5392,TKF,Truckee Tahoe,Truckee
5393,TKG,Branti,Bandar Lampung
5394,TKH,Takhli Airport,Takhli
5395,TKI,Tokeen Airport,Tokeen
5396,TKJ,Tok Junction,Tok
5397,TKK,Chuuk International,Chuuk
5398,TKL,Taku Seaplane Base,Taku Lodge
5399,TKM,Tikal Airport,Tikal
5400,TKQ,Kigoma Airport,Kigoma
5401,TKR,Thakurgaon Stol Port,Thakurgaon
5402,TKS,Tokushima Airport,Tokushima
5403,TKT,Tak Airport,Tak
5404,TKU,Turku Airport,Turku
5405,TLA,Teller Airport,Teller
5406,TLC,Licenciado Adolfo Lopez Mateos International,Toluca
5407,TLE,Tulear Airport,Tulear
5408,TLF,Telida Airport,Telida
5409,TLH,Tallahassee International,Tallahassee
5410,TLJ,Tatalina LRRS,Tatalina
5411,TLK,Tikchik Lodge Airport,Tikchik Lodge
5412,TLL,Lennart Meri Tallinn,Tallinn
5413,TLM,Zenata-Messali El Hadj,Tlemcen
5414,TLN,Hyeres Le Palyvestre,Toulon/Hyeres
5415,TLR,Mefford Field,Tulare
5416,TLS,Toulouse Blagnac,Toulouse
5417,TLT,Tuluksak Airport,Tuluksak
5418,TLV,Ben Gurion,Tel Aviv
5419,TMA,Henry Tift Myers,Tifton
5420,TMB,Miami Executive,Miami
5421,TMD,Timbedra Airport,Timbedra
5422,TMI,Tumlingtar Airport,Tumlingtar
5423,TML,Tamale Airport,Tamale
5424,TMM,Toamasina,Tamatave
5425,TMP,Tampere-Pirkkala,Tampere
5426,TMR,Aguemar,Tamanrasset
5427,TMS,Salazar,Sao Tome Island
5428,TMT,Trombetas Airport,Trombetas
5429,TMU,Tambor Airport,Tambor
5430,TMW,Tamworth Airport,Tamworth
5431,TN1,Lebanon Municipal,Lebanon
5432,TN2,Upper Cumberland Regional,Sparta
5433,TN3,Ellington,Lewisburg
5434,TN4,Abernathy Field,Pulaski
5435,TN5,Lafayette Municipal,Lafayette
5436,TN6,Dyersburg Regional,Dyersburg
5437,TN7,Winchester Municipal,Winchester
5438,TN8,John C Tune,Nashville
5439,TN9,Gatlinburg-Pigeon Forge,Sevierville
5440,TNA,Yaoqiang,Jinan
5441,TNC,Tin City LRRS,Tin City
5442,TNE,Tanegashima Airport,Tanegashima
5443,TNG,Tanger Ibn Batouta International,Tangier
5444,TNJ,Kidjang,Tandjungpinang
5445,TNK,Tununak Airport,Tununak
5446,TNN,Tainan Airport,Tainan
5447,TNO,Tamarindo de Santa Cruz,Tamarindo
5448,TNP,Twentynine Palms Airport,Twentynine Palms
5449,TNR,Ivato,Antananarivo
5450,TNT,Dade-Collier Training and Transition,Miami
5451,TNU,Newton Municipal Earl Johnson Field,Newton
5452,TNX,Stung Treng Airport,Stung Treng
5453,TOA,Zamperini Field,Torrance
5454,TOB,Tobruk Airport,Tobruk
5455,TOD,Pulau Tioman Airport,Pulau Tioman
5456,TOE,Nefta,Tozeur
5457,TOG,Togiak Airport,Togiak
5458,TOI,Troy Municipal at N Kenneth Campbell Field,Troy
5459,TOJ,Torrejon AFB,Madrid
5460,TOL,Toledo Express,Toledo
5461,TOM,Tombouctou Airport,Tombouctou
5462,TOP,Philip Billard Municipal,Topeka
5463,TOQ,Barriles,Tocopilla
5464,TOR,Torrington Municipal,Torrington
5465,TOS,Langnes,Tromso
5466,TOU,Touho Airport,Touho
5467,TOV,Tortola West End Seaplane Base,Tortola
5468,TOY,Toyama Airport,Toyama
5469,TPA,Tampa International,Tampa
5470,TPB,Allen Air Park,Topeka
5471,TPE,Taiwan Taoyuan International,Taipei
5472,TPF,Peter O'Knight,Tampa
5473,TPH,Tonopah Airport,Tonopah
5474,TPI,Tapini Airport,Tapini
5475,TPL,Draughon-Miller Central Texas Regional,Temple
5476,TPP,Tarapoto Airport,Tarapoto
5477,TPQ,Tepic Airport,Tepic
5478,TPR,Tom Price Airport,Tom Price
5479,TPS,Trapani/Birgi,Trapani/Marsala
5480,TRB,Turbo Airport,Turbo
5481,TRC,Torreon International,Torreon
5482,TRD,Vaernes,Trondheim
5483,TRE,Tiree Island Airport,Tiree Island
5484,TRF,Torp,Sandefjord
5485,TRG,Tauranga Airport,Tauranga
5486,TRH,Trona Airport,Trona
5487,TRI,Tri Cities,Bristol/Johnson City/Kingsport
5488,TRK,Juwata,Tarakan
5489,TRL,Terrell Municipal,Terrell
5490,TRM,Jacqueline Cochran Regional,Thermal
